ABCD | abcd
cBCA | Ddba
cBCA | aDbd
cBCA | aDdb
cBCA | abDd
cBCA | abdD
cBCA | adDb
cBCA | adbD
cBCA | bDad
cBCA | bDda
cBCA | baDd
cBCA | badD
cBCA | bdDa
cBCA | bdaD
cBCA | dDab
cBCA | dDba
cBCA | daDb
cBCA | dabD
cBCA | dbDa
cBCA | dbaD
cBCD | Aabd
cBCD | Aadb
cBCD | Abad
cBCD | Abda
cBCD | Adab
cBCD | Adba
cBCD | aAbd
cBCD | aAdb
cBCD | abAd
cBCD | abdA
cBCD | adAb
cBCD | adbA
cBCD | bAad
cBCD | bAda
cBCD | baAd
cBCD | badA
cBCD | bdAa
cBCD | bdaA
cBCD | dAab
cBCD | dAba
cBCD | daAb
cBCD | dabA
cBCD | dbAa
cBCD | dbaA
cBCa | ADbd
cBCa | ADdb
cBCa | AbDd
cBCa | AbdD
cBCa | AdDb
cBCa | AdbD
cBCa | DAbd
cBCa | DAdb
cBCa | DbAd
cBCa | DbdA
cBCa | DdAb
cBCa | DdbA
cBCa | bADd
cBCa | bAdD
cBCa | bDAd
cBCa | bDdA
cBCa | bdAD
cBCa | bdDA
cBCa | dADb
cBCa | dAbD
cBCa | dDAb
cBCa | dDbA
cBCa | dbAD
cBCa | dbDA
cBCb | ADad
cBCb | ADda
cBCb | AaDd
cBCb | AadD
cBCb | AdDa
cBCb | AdaD
cBCb | DAad
cBCb | DAda
cBCb | DaAd
cBCb | DadA
cBCb | DdAa
cBCb | DdaA
cBCb | aADd
cBCb | aAdD
cBCb | aDAd
cBCb | aDdA
cBCb | adAD
cBCb | adDA
cBCb | dADa
cBCb | dAaD
cBCb | dDAa
cBCb | dDaA
cBCb | daAD
cBCb | daDA
cBCd | ADab
cBCd | ADba
cBCd | AaDb
cBCd | AabD
cBCd | AbDa
cBCd | AbaD
cBCd | DAab
cBCd | DAba
cBCd | DaAb
cBCd | DabA
cBCd | DbAa
cBCd | DbaA
cBCd | aADb
cBCd | aAbD
cBCd | aDAb
cBCd | aDbA
cBCd | abAD
cBCd | abDA
cBCd | bADa
cBCd | bAaD
cBCd | bDAa
cBCd | bDaA
cBCd | baAD
cBCd | baDA
cBDA | Cabd
cBDA | Cadb
cBDA | Cbad
cBDA | Cbda
cBDA | Cdab
cBDA | Cdba
cBDA | aCbd
cBDA | aCdb
cBDA | abCd
cBDA | abdC
cBDA | adCb
cBDA | adbC
cBDA | bCad
cBDA | bCda
cBDA | baCd
cBDA | badC
cBDA | bdCa
cBDA | bdaC
cBDA | dCab
cBDA | dCba
cBDA | daCb
cBDA | dabC
cBDA | dbCa
cBDA | dbaC
cBDC | Aabd
cBDC | Aadb
cBDC | Abad
cBDC | Abda
cBDC | Adab
cBDC | Adba
cBDC | aAbd
cBDC | aAdb
cBDC | abAd
cBDC | abdA
cBDC | adAb
cBDC | adbA
cBDC | bAad
cBDC | bAda
cBDC | baAd
cBDC | badA
cBDC | bdAa
cBDC | bdaA
cBDC | dAab
cBDC | dAba
cBDC | daAb
cBDC | dabA
cBDC | dbAa
cBDC | dbaA
cBDa | ACbd
cBDa | ACdb
cBDa | AbCd
cBDa | AbdC
cBDa | AdCb
cBDa | AdbC
cBDa | CAbd
cBDa | CAdb
cBDa | CbAd
cBDa | CbdA
cBDa | CdAb
cBDa | CdbA
cBDa | bACd
cBDa | bAdC
cBDa | bCAd
cBDa | bCdA
cBDa | bdAC
cBDa | bdCA
cBDa | dACb
cBDa | dAbC
cBDa | dCAb
cBDa | dCbA
cBDa | dbAC
cBDa | dbCA
cBDb | ACad
cBDb | ACda
cBDb | AaCd
cBDb | AadC
cBDb | AdCa
cBDb | AdaC
cBDb | CAad
cBDb | CAda
cBDb | CaAd
cBDb | CadA
cBDb | CdAa
cBDb | CdaA
cBDb | aACd
cBDb | aAdC
cBDb | aCAd
cBDb | aCdA
cBDb | adAC
cBDb | adCA
cBDb | dACa
cBDb | dAaC
cBDb | dCAa
cBDb | dCaA
cBDb | daAC
cBDb | daCA
cBDd | ACab
cBDd | ACba
cBDd | AaCb
cBDd | AabC
cBDd | AbCa
cBDd | AbaC
cBDd | CAab
cBDd | CAba
cBDd | CaAb
cBDd | CabA
cBDd | CbAa
cBDd | CbaA
cBDd | aACb
cBDd | aAbC
cBDd | aCAb
cBDd | aCbA
cBDd | abAC
cBDd | abCA
cBDd | bACa
cBDd | bAaC
cBDd | bCAa
cBDd | bCaA
cBDd | baAC
cBDd | baCA
cBaA | CDbd
cBaA | CDdb
cBaA | CbDd
cBaA | CbdD
cBaA | CdDb
cBaA | CdbD
cBaA | DCbd
cBaA | DCdb
cBaA | DbCd
cBaA | DbdC
cBaA | DdCb
cBaA | DdbC
cBaA | bCDd
cBaA | bCdD
cBaA | bDCd
cBaA | bDdC
cBaA | bdCD
cBaA | bdDC
cBaA | dCDb
cBaA | dCbD
cBaA | dDCb
cBaA | dDbC
cBaA | dbCD
cBaA | dbDC
cBaC | ADbd
cBaC | ADdb
cBaC | AbDd
cBaC | AbdD
cBaC | AdDb
cBaC | AdbD
cBaC | DAbd
cBaC | DAdb
cBaC | DbAd
cBaC | DbdA
cBaC | DdAb
cBaC | DdbA
cBaC | bADd
cBaC | bAdD
cBaC | bDAd
cBaC | bDdA
cBaC | bdAD
cBaC | bdDA
cBaC | dADb
cBaC | dAbD
cBaC | dDAb
cBaC | dDbA
cBaC | dbAD
cBaC | dbDA
cBaD | ACbd
cBaD | ACdb
cBaD | AbCd
cBaD | AbdC
cBaD | AdCb
cBaD | AdbC
cBaD | CAbd
cBaD | CAdb
cBaD | CbAd
cBaD | CbdA
cBaD | CdAb
cBaD | CdbA
cBaD | bACd
cBaD | bAdC
cBaD | bCAd
cBaD | bCdA
cBaD | bdAC
cBaD | bdCA
cBaD | dACb
cBaD | dAbC
cBaD | dCAb
cBaD | dCbA
cBaD | dbAC
cBaD | dbCA
cBab | ACDd
cBab | ACdD
cBab | ADCd
cBab | ADdC
cBab | AdCD
cBab | AdDC
cBab | CADd
cBab | CAdD
cBab | CDAd
cBab | CDdA
cBab | CdAD
cBab | CdDA
cBab | DACd
cBab | DAdC
cBab | DCAd
cBab | DCdA
cBab | DdAC
cBab | DdCA
cBab | dACD
cBab | dADC
cBab | dCAD
cBab | dCDA
cBab | dDAC
cBab | dDCA
cBad | ACDb
cBad | ACbD
cBad | ADCb
cBad | ADbC
cBad | AbCD
cBad | AbDC
cBad | CADb
cBad | CAbD
cBad | CDAb
cBad | CDbA
cBad | CbAD
cBad | CbDA
cBad | DACb
cBad | DAbC
cBad | DCAb
cBad | DCbA
cBad | DbAC
cBad | DbCA
cBad | bACD
cBad | bADC
cBad | bCAD
cBad | bCDA
cBad | bDAC
cBad | bDCA
cBbA | CDad
cBbA | CDda
cBbA | CaDd
cBbA | CadD
cBbA | CdDa
cBbA | CdaD
cBbA | DCad
cBbA | DCda
cBbA | DaCd
cBbA | DadC
cBbA | DdCa
cBbA | DdaC
cBbA | aCDd
cBbA | aCdD
cBbA | aDCd
cBbA | aDdC
cBbA | adCD
cBbA | adDC
cBbA | dCDa
cBbA | dCaD
cBbA | dDCa
cBbA | dDaC
cBbA | daCD
cBbA | daDC
cBbC | ADad
cBbC | ADda
cBbC | AaDd
cBbC | AadD
cBbC | AdDa
cBbC | AdaD
cBbC | DAad
cBbC | DAda
cBbC | DaAd
cBbC | DadA
cBbC | DdAa
cBbC | DdaA
cBbC | aADd
cBbC | aAdD
cBbC | aDAd
cBbC | aDdA
cBbC | adAD
cBbC | adDA
cBbC | dADa
cBbC | dAaD
cBbC | dDAa
cBbC | dDaA
cBbC | daAD
cBbC | daDA
cBbD | ACad
cBbD | ACda
cBbD | AaCd
cBbD | AadC
cBbD | AdCa
cBbD | AdaC
cBbD | CAad
cBbD | CAda
cBbD | CaAd
cBbD | CadA
cBbD | CdAa
cBbD | CdaA
cBbD | aACd
cBbD | aAdC
cBbD | aCAd
cBbD | aCdA
cBbD | adAC
cBbD | adCA
cBbD | dACa
cBbD | dAaC
cBbD | dCAa
cBbD | dCaA
cBbD | daAC
cBbD | daCA
cBba | ACDd
cBba | ACdD
cBba | ADCd
cBba | ADdC
cBba | AdCD
cBba | AdDC
cBba | CADd
cBba | CAdD
cBba | CDAd
cBba | CDdA
cBba | CdAD
cBba | CdDA
cBba | DACd
cBba | DAdC
cBba | DCAd
cBba | DCdA
cBba | DdAC
cBba | DdCA
cBba | dACD
cBba | dADC
cBba | dCAD
cBba | dCDA
cBba | dDAC
cBba | dDCA
cBbd | ACDa
cBbd | ACaD
cBbd | ADCa
cBbd | ADaC
cBbd | AaCD
cBbd | AaDC
cBbd | CADa
cBbd | CAaD
cBbd | CDAa
cBbd | CDaA
cBbd | CaAD
cBbd | CaDA
cBbd | DACa
cBbd | DAaC
cBbd | DCAa
cBbd | DCaA
cBbd | DaAC
cBbd | DaCA
cBbd | aACD
cBbd | aADC
cBbd | aCAD
cBbd | aCDA
cBbd | aDAC
cBbd | aDCA
cBdA | CDab
cBdA | CDba
cBdA | CaDb
cBdA | CabD
cBdA | CbDa
cBdA | CbaD
cBdA | DCab
cBdA | DCba
cBdA | DaCb
cBdA | DabC
cBdA | DbCa
cBdA | DbaC
cBdA | aCDb
cBdA | aCbD
cBdA | aDCb
cBdA | aDbC
cBdA | abCD
cBdA | abDC
cBdA | bCDa
cBdA | bCaD
cBdA | bDCa
cBdA | bDaC
cBdA | baCD
cBdA | baDC
cBdC | ADab
cBdC | ADba
cBdC | AaDb
cBdC | AabD
cBdC | AbDa
cBdC | AbaD
cBdC | DAab
cBdC | DAba
cBdC | DaAb
cBdC | DabA
cBdC | DbAa
cBdC | DbaA
cBdC | aADb
cBdC | aAbD
cBdC | aDAb
cBdC | aDbA
cBdC | abAD
cBdC | abDA
cBdC | bADa
cBdC | bAaD
cBdC | bDAa
cBdC | bDaA
cBdC | baAD
cBdC | baDA
cBdD | ACab
cBdD | ACba
cBdD | AaCb
cBdD | AabC
cBdD | AbCa
cBdD | AbaC
cBdD | CAab
cBdD | CAba
cBdD | CaAb
cBdD | CabA
cBdD | CbAa
cBdD | CbaA
cBdD | aACb
cBdD | aAbC
cBdD | aCAb
cBdD | aCbA
cBdD | abAC
cBdD | abCA
cBdD | bACa
cBdD | bAaC
cBdD | bCAa
cBdD | bCaA
cBdD | baAC
cBdD | baCA
cBda | ACDb
cBda | ACbD
cBda | ADCb
cBda | ADbC
cBda | AbCD
cBda | AbDC
cBda | CADb
cBda | CAbD
cBda | CDAb
cBda | CDbA
cBda | CbAD
cBda | CbDA
cBda | DACb
cBda | DAbC
cBda | DCAb
cBda | DCbA
cBda | DbAC
cBda | DbCA
cBda | bACD
cBda | bADC
cBda | bCAD
cBda | bCDA
cBda | bDAC
cBda | bDCA
cBdb | ACDa
cBdb | ACaD
cBdb | ADCa
cBdb | ADaC
cBdb | AaCD
cBdb | AaDC
cBdb | CADa
cBdb | CAaD
cBdb | CDAa
cBdb | CDaA
cBdb | CaAD
cBdb | CaDA
cBdb | DACa
cBdb | DAaC
cBdb | DCAa
cBdb | DCaA
cBdb | DaAC
cBdb | DaCA
cBdb | aACD
cBdb | aADC
cBdb | aCAD
cBdb | aCDA
cBdb | aDAC
cBdb | aDCA
cCAB | Dabd
cCAB | Dadb
cCAB | Dbad
cCAB | Dbda
cCAB | Ddab
cCAB | Ddba
cCAB | aDbd
cCAB | aDdb
cCAB | abDd
cCAB | abdD
cCAB | adDb
cCAB | adbD
cCAB | bDad
cCAB | bDda
cCAB | baDd
cCAB | badD
cCAB | bdDa
cCAB | bdaD
cCAB | dDab
cCAB | dDba
cCAB | daDb
cCAB | dabD
cCAB | dbDa
cCAB | dbaD
cCAD | Babd
cCAD | Badb
cCAD | Bbad
cCAD | Bbda
cCAD | Bdab
cCAD | Bdba
cCAD | aBbd
cCAD | aBdb
cCAD | abBd
cCAD | abdB
cCAD | adBb
cCAD | adbB
cCAD | bBad
cCAD | bBda
cCAD | baBd
cCAD | badB
cCAD | bdBa
cCAD | bdaB
cCAD | dBab
cCAD | dBba
cCAD | daBb
cCAD | dabB
cCAD | dbBa
cCAD | dbaB
cCAa | BDbd
cCAa | BDdb
cCAa | BbDd
cCAa | BbdD
cCAa | BdDb
cCAa | BdbD
cCAa | DBbd
cCAa | DBdb
cCAa | DbBd
cCAa | DbdB
cCAa | DdBb
cCAa | DdbB
cCAa | bBDd
cCAa | bBdD
cCAa | bDBd
cCAa | bDdB
cCAa | bdBD
cCAa | bdDB
cCAa | dBDb
cCAa | dBbD
cCAa | dDBb
cCAa | dDbB
cCAa | dbBD
cCAa | dbDB
cCAb | BDad
cCAb | BDda
cCAb | BaDd
cCAb | BadD
cCAb | BdDa
cCAb | BdaD
cCAb | DBad
cCAb | DBda
cCAb | DaBd
cCAb | DadB
cCAb | DdBa
cCAb | DdaB
cCAb | aBDd
cCAb | aBdD
cCAb | aDBd
cCAb | aDdB
cCAb | adBD
cCAb | adDB
cCAb | dBDa
cCAb | dBaD
cCAb | dDBa
cCAb | dDaB
cCAb | daBD
cCAb | daDB
cCAd | BDab
cCAd | BDba
cCAd | BaDb
cCAd | BabD
cCAd | BbDa
cCAd | BbaD
cCAd | DBab
cCAd | DBba
cCAd | DaBb
cCAd | DabB
cCAd | DbBa
cCAd | DbaB
cCAd | aBDb
cCAd | aBbD
cCAd | aDBb
cCAd | aDbB
cCAd | abBD
cCAd | abDB
cCAd | bBDa
cCAd | bBaD
cCAd | bDBa
cCAd | bDaB
cCAd | baBD
cCAd | baDB
cCBA | Dabd
cCBA | Dadb
cCBA | Dbad
cCBA | Dbda
cCBA | Ddab
cCBA | Ddba
cCBA | aDbd
cCBA | aDdb
cCBA | abDd
cCBA | abdD
cCBA | adDb
cCBA | adbD
cCBA | bDad
cCBA | bDda
cCBA | baDd
cCBA | badD
cCBA | bdDa
cCBA | bdaD
cCBA | dDab
cCBA | dDba
cCBA | daDb
cCBA | dabD
cCBA | dbDa
cCBA | dbaD
cCBD | Aabd
cCBD | Aadb
cCBD | Abad
cCBD | Abda
cCBD | Adab
cCBD | Adba
cCBD | aAbd
cCBD | aAdb
cCBD | abAd
cCBD | abdA
cCBD | adAb
cCBD | adbA
cCBD | bAad
cCBD | bAda
cCBD | baAd
cCBD | badA
cCBD | bdAa
cCBD | bdaA
cCBD | dAab
cCBD | dAba
cCBD | daAb
cCBD | dabA
cCBD | dbAa
cCBD | dbaA
cCBa | ADbd
cCBa | ADdb
cCBa | AbDd
cCBa | AbdD
cCBa | AdDb
cCBa | AdbD
cCBa | DAbd
cCBa | DAdb
cCBa | DbAd
cCBa | DbdA
cCBa | DdAb
cCBa | DdbA
cCBa | bADd
cCBa | bAdD
cCBa | bDAd
cCBa | bDdA
cCBa | bdAD
cCBa | bdDA
cCBa | dADb
cCBa | dAbD
cCBa | dDAb
cCBa | dDbA
cCBa | dbAD
cCBa | dbDA
cCBb | ADad
cCBb | ADda
cCBb | AaDd
cCBb | AadD
cCBb | AdDa
cCBb | AdaD
cCBb | DAad
cCBb | DAda
cCBb | DaAd
cCBb | DadA
cCBb | DdAa
cCBb | DdaA
cCBb | aADd
cCBb | aAdD
cCBb | aDAd
cCBb | aDdA
cCBb | adAD
cCBb | adDA
cCBb | dADa
cCBb | dAaD
cCBb | dDAa
cCBb | dDaA
cCBb | daAD
cCBb | daDA
cCBd | ADab
cCBd | ADba
cCBd | AaDb
cCBd | AabD
cCBd | AbDa
cCBd | AbaD
cCBd | DAab
cCBd | DAba
cCBd | DaAb
cCBd | DabA
cCBd | DbAa
cCBd | DbaA
cCBd | aADb
cCBd | aAbD
cCBd | aDAb
cCBd | aDbA
cCBd | abAD
cCBd | abDA
cCBd | bADa
cCBd | bAaD
cCBd | bDAa
cCBd | bDaA
cCBd | baAD
cCBd | baDA
cCDA | Babd
cCDA | Badb
cCDA | Bbad
cCDA | Bbda
cCDA | Bdab
cCDA | Bdba
cCDA | aBbd
cCDA | aBdb
cCDA | abBd
cCDA | abdB
cCDA | adBb
cCDA | adbB
cCDA | bBad
cCDA | bBda
cCDA | baBd
cCDA | badB
cCDA | bdBa
cCDA | bdaB
cCDA | dBab
cCDA | dBba
cCDA | daBb
cCDA | dabB
cCDA | dbBa
cCDA | dbaB
cCDB | Aabd
cCDB | Aadb
cCDB | Abad
cCDB | Abda
cCDB | Adab
cCDB | Adba
cCDB | aAbd
cCDB | aAdb
cCDB | abAd
cCDB | abdA
cCDB | adAb
cCDB | adbA
cCDB | bAad
cCDB | bAda
cCDB | baAd
cCDB | badA
cCDB | bdAa
cCDB | bdaA
cCDB | dAab
cCDB | dAba
cCDB | daAb
cCDB | dabA
cCDB | dbAa
cCDB | dbaA
cCDa | ABbd
cCDa | ABdb
cCDa | AbBd
cCDa | AbdB
cCDa | AdBb
cCDa | AdbB
cCDa | BAbd
cCDa | BAdb
cCDa | BbAd
cCDa | BbdA
cCDa | BdAb
cCDa | BdbA
cCDa | bABd
cCDa | bAdB
cCDa | bBAd
cCDa | bBdA
cCDa | bdAB
cCDa | bdBA
cCDa | dABb
cCDa | dAbB
cCDa | dBAb
cCDa | dBbA
cCDa | dbAB
cCDa | dbBA
cCDb | ABad
cCDb | ABda
cCDb | AaBd
cCDb | AadB
cCDb | AdBa
cCDb | AdaB
cCDb | BAad
cCDb | BAda
cCDb | BaAd
cCDb | BadA
cCDb | BdAa
cCDb | BdaA
cCDb | aABd
cCDb | aAdB
cCDb | aBAd
cCDb | aBdA
cCDb | adAB
cCDb | adBA
cCDb | dABa
cCDb | dAaB
cCDb | dBAa
cCDb | dBaA
cCDb | daAB
cCDb | daBA
cCDd | ABab
cCDd | ABba
cCDd | AaBb
cCDd | AabB
cCDd | AbBa
cCDd | AbaB
cCDd | BAab
cCDd | BAba
cCDd | BaAb
cCDd | BabA
cCDd | BbAa
cCDd | BbaA
cCDd | aABb
cCDd | aAbB
cCDd | aBAb
cCDd | aBbA
cCDd | abAB
cCDd | abBA
cCDd | bABa
cCDd | bAaB
cCDd | bBAa
cCDd | bBaA
cCDd | baAB
cCDd | baBA
cCaA | BDbd
cCaA | BDdb
cCaA | BbDd
cCaA | BbdD
cCaA | BdDb
cCaA | BdbD
cCaA | DBbd
cCaA | DBdb
cCaA | DbBd
cCaA | DbdB
cCaA | DdBb
cCaA | DdbB
cCaA | bBDd
cCaA | bBdD
cCaA | bDBd
cCaA | bDdB
cCaA | bdBD
cCaA | bdDB
cCaA | dBDb
cCaA | dBbD
cCaA | dDBb
cCaA | dDbB
cCaA | dbBD
cCaA | dbDB
cCaB | ADbd
cCaB | ADdb
cCaB | AbDd
cCaB | AbdD
cCaB | AdDb
cCaB | AdbD
cCaB | DAbd
cCaB | DAdb
cCaB | DbAd
cCaB | DbdA
cCaB | DdAb
cCaB | DdbA
cCaB | bADd
cCaB | bAdD
cCaB | bDAd
cCaB | bDdA
cCaB | bdAD
cCaB | bdDA
cCaB | dADb
cCaB | dAbD
cCaB | dDAb
cCaB | dDbA
cCaB | dbAD
cCaB | dbDA
cCaD | ABbd
cCaD | ABdb
cCaD | AbBd
cCaD | AbdB
cCaD | AdBb
cCaD | AdbB
cCaD | BAbd
cCaD | BAdb
cCaD | BbAd
cCaD | BbdA
cCaD | BdAb
cCaD | BdbA
cCaD | bABd
cCaD | bAdB
cCaD | bBAd
cCaD | bBdA
cCaD | bdAB
cCaD | bdBA
cCaD | dABb
cCaD | dAbB
cCaD | dBAb
cCaD | dBbA
cCaD | dbAB
cCaD | dbBA
cCab | ABDd
cCab | ABdD
cCab | ADBd
cCab | ADdB
cCab | AdBD
cCab | AdDB
cCab | BADd
cCab | BAdD
cCab | BDAd
cCab | BDdA
cCab | BdAD
cCab | BdDA
cCab | DABd
cCab | DAdB
cCab | DBAd
cCab | DBdA
cCab | DdAB
cCab | DdBA
cCab | dABD
cCab | dADB
cCab | dBAD
cCab | dBDA
cCab | dDAB
cCab | dDBA
cCad | ABDb
cCad | ABbD
cCad | ADBb
cCad | ADbB
cCad | AbBD
cCad | AbDB
cCad | BADb
cCad | BAbD
cCad | BDAb
cCad | BDbA
cCad | BbAD
cCad | BbDA
cCad | DABb
cCad | DAbB
cCad | DBAb
cCad | DBbA
cCad | DbAB
cCad | DbBA
cCad | bABD
cCad | bADB
cCad | bBAD
cCad | bBDA
cCad | bDAB
cCad | bDBA
cCbA | BDad
cCbA | BDda
cCbA | BaDd
cCbA | BadD
cCbA | BdDa
cCbA | BdaD
cCbA | DBad
cCbA | DBda
cCbA | DaBd
cCbA | DadB
cCbA | DdBa
cCbA | DdaB
cCbA | aBDd
cCbA | aBdD
cCbA | aDBd
cCbA | aDdB
cCbA | adBD
cCbA | adDB
cCbA | dBDa
cCbA | dBaD
cCbA | dDBa
cCbA | dDaB
cCbA | daBD
cCbA | daDB
cCbB | ADad
cCbB | ADda
cCbB | AaDd
cCbB | AadD
cCbB | AdDa
cCbB | AdaD
cCbB | DAad
cCbB | DAda
cCbB | DaAd
cCbB | DadA
cCbB | DdAa
cCbB | DdaA
cCbB | aADd
cCbB | aAdD
cCbB | aDAd
cCbB | aDdA
cCbB | adAD
cCbB | adDA
cCbB | dADa
cCbB | dAaD
cCbB | dDAa
cCbB | dDaA
cCbB | daAD
cCbB | daDA
cCbD | ABad
cCbD | ABda
cCbD | AaBd
cCbD | AadB
cCbD | AdBa
cCbD | AdaB
cCbD | BAad
cCbD | BAda
cCbD | BaAd
cCbD | BadA
cCbD | BdAa
cCbD | BdaA
cCbD | aABd
cCbD | aAdB
cCbD | aBAd
cCbD | aBdA
cCbD | adAB
cCbD | adBA
cCbD | dABa
cCbD | dAaB
cCbD | dBAa
cCbD | dBaA
cCbD | daAB
cCbD | daBA
cCba | ABDd
cCba | ABdD
cCba | ADBd
cCba | ADdB
cCba | AdBD
cCba | AdDB
cCba | BADd
cCba | BAdD
cCba | BDAd
cCba | BDdA
cCba | BdAD
cCba | BdDA
cCba | DABd
cCba | DAdB
cCba | DBAd
cCba | DBdA
cCba | DdAB
cCba | DdBA
cCba | dABD
cCba | dADB
cCba | dBAD
cCba | dBDA
cCba | dDAB
cCba | dDBA
cCbd | ABDa
cCbd | ABaD
cCbd | ADBa
cCbd | ADaB
cCbd | AaBD
cCbd | AaDB
cCbd | BADa
cCbd | BAaD
cCbd | BDAa
cCbd | BDaA
cCbd | BaAD
cCbd | BaDA
cCbd | DABa
cCbd | DAaB
cCbd | DBAa
cCbd | DBaA
cCbd | DaAB
cCbd | DaBA
cCbd | aABD
cCbd | aADB
cCbd | aBAD
cCbd | aBDA
cCbd | aDAB
cCbd | aDBA
cCdA | BDab
cCdA | BDba
cCdA | BaDb
cCdA | BabD
cCdA | BbDa
cCdA | BbaD
cCdA | DBab
cCdA | DBba
cCdA | DaBb
cCdA | DabB
cCdA | DbBa
cCdA | DbaB
cCdA | aBDb
cCdA | aBbD
cCdA | aDBb
cCdA | aDbB
cCdA | abBD
cCdA | abDB
cCdA | bBDa
cCdA | bBaD
cCdA | bDBa
cCdA | bDaB
cCdA | baBD
cCdA | baDB
cCdB | ADab
cCdB | ADba
cCdB | AaDb
cCdB | AabD
cCdB | AbDa
cCdB | AbaD
cCdB | DAab
cCdB | DAba
cCdB | DaAb
cCdB | DabA
cCdB | DbAa
cCdB | DbaA
cCdB | aADb
cCdB | aAbD
cCdB | aDAb
cCdB | aDbA
cCdB | abAD
cCdB | abDA
cCdB | bADa
cCdB | bAaD
cCdB | bDAa
cCdB | bDaA
cCdB | baAD
cCdB | baDA
cCdD | ABab
cCdD | ABba
cCdD | AaBb
cCdD | AabB
cCdD | AbBa
cCdD | AbaB
cCdD | BAab
cCdD | BAba
cCdD | BaAb
cCdD | BabA
cCdD | BbAa
cCdD | BbaA
cCdD | aABb
cCdD | aAbB
cCdD | aBAb
cCdD | aBbA
cCdD | abAB
cCdD | abBA
cCdD | bABa
cCdD | bAaB
cCdD | bBAa
cCdD | bBaA
cCdD | baAB
cCdD | baBA
cCda | ABDb
cCda | ABbD
cCda | ADBb
cCda | ADbB
cCda | AbBD
cCda | AbDB
cCda | BADb
cCda | BAbD
cCda | BDAb
cCda | BDbA
cCda | BbAD
cCda | BbDA
cCda | DABb
cCda | DAbB
cCda | DBAb
cCda | DBbA
cCda | DbAB
cCda | DbBA
cCda | bABD
cCda | bADB
cCda | bBAD
cCda | bBDA
cCda | bDAB
cCda | bDBA
cCdb | ABDa
cCdb | ABaD
cCdb | ADBa
cCdb | ADaB
cCdb | AaBD
cCdb | AaDB
cCdb | BADa
cCdb | BAaD
cCdb | BDAa
cCdb | BDaA
cCdb | BaAD
cCdb | BaDA
cCdb | DABa
cCdb | DAaB
cCdb | DBAa
cCdb | DBaA
cCdb | DaAB
cCdb | DaBA
cCdb | aABD
cCdb | aADB
cCdb | aBAD
cCdb | aBDA
cCdb | aDAB
cCdb | aDBA
cDAB | Cabd
cDAB | Cadb
cDAB | Cbad
cDAB | Cbda
cDAB | Cdab
cDAB | Cdba
cDAB | aCbd
cDAB | aCdb
cDAB | abCd
cDAB | abdC
cDAB | adCb
cDAB | adbC
cDAB | bCad
cDAB | bCda
cDAB | baCd
cDAB | badC
cDAB | bdCa
cDAB | bdaC
cDAB | dCab
cDAB | dCba
cDAB | daCb
cDAB | dabC
cDAB | dbCa
cDAB | dbaC
cDAC | Babd
cDAC | Badb
cDAC | Bbad
cDAC | Bbda
cDAC | Bdab
cDAC | Bdba
cDAC | aBbd
cDAC | aBdb
cDAC | abBd
cDAC | abdB
cDAC | adBb
cDAC | adbB
cDAC | bBad
cDAC | bBda
cDAC | baBd
cDAC | badB
cDAC | bdBa
cDAC | bdaB
cDAC | dBab
cDAC | dBba
cDAC | daBb
cDAC | dabB
cDAC | dbBa
cDAC | dbaB
cDAa | BCbd
cDAa | BCdb
cDAa | BbCd
cDAa | BbdC
cDAa | BdCb
cDAa | BdbC
cDAa | CBbd
cDAa | CBdb
cDAa | CbBd
cDAa | CbdB
cDAa | CdBb
cDAa | CdbB
cDAa | bBCd
cDAa | bBdC
cDAa | bCBd
cDAa | bCdB
cDAa | bdBC
cDAa | bdCB
cDAa | dBCb
cDAa | dBbC
cDAa | dCBb
cDAa | dCbB
cDAa | dbBC
cDAa | dbCB
cDAb | BCad
cDAb | BCda
cDAb | BaCd
cDAb | BadC
cDAb | BdCa
cDAb | BdaC
cDAb | CBad
cDAb | CBda
cDAb | CaBd
cDAb | CadB
cDAb | CdBa
cDAb | CdaB
cDAb | aBCd
cDAb | aBdC
cDAb | aCBd
cDAb | aCdB
cDAb | adBC
cDAb | adCB
cDAb | dBCa
cDAb | dBaC
cDAb | dCBa
cDAb | dCaB
cDAb | daBC
cDAb | daCB
cDAd | BCab
cDAd | BCba
cDAd | BaCb
cDAd | BabC
cDAd | BbCa
cDAd | BbaC
cDAd | CBab
cDAd | CBba
cDAd | CaBb
cDAd | CabB
cDAd | CbBa
cDAd | CbaB
cDAd | aBCb
cDAd | aBbC
cDAd | aCBb
cDAd | aCbB
cDAd | abBC
cDAd | abCB
cDAd | bBCa
cDAd | bBaC
cDAd | bCBa
cDAd | bCaB
cDAd | baBC
cDAd | baCB
cDBA | Cabd
cDBA | Cadb
cDBA | Cbad
cDBA | Cbda
cDBA | Cdab
cDBA | Cdba
cDBA | aCbd
cDBA | aCdb
cDBA | abCd
cDBA | abdC
cDBA | adCb
cDBA | adbC
cDBA | bCad
cDBA | bCda
cDBA | baCd
cDBA | badC
cDBA | bdCa
cDBA | bdaC
cDBA | dCab
cDBA | dCba
cDBA | daCb
cDBA | dabC
cDBA | dbCa
cDBA | dbaC
cDBC | Aabd
cDBC | Aadb
cDBC | Abad
cDBC | Abda
cDBC | Adab
cDBC | Adba
cDBC | aAbd
cDBC | aAdb
cDBC | abAd
cDBC | abdA
cDBC | adAb
cDBC | adbA
